Customer ID,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,segment_label,is_churned,churn_probability,churn_risk
13160,22,1,91.8,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
13161,313,2,472.13,2,2,2,6,222,Lost,1,0.9996289,High Risk
13162,122,16,9275.49,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
13163,610,1,17.65,1,1,1,3,111,Lost,1,0.9996289,High Risk
13164,569,2,372.2,1,2,2,5,122,Lost,1,0.9996289,High Risk
13165,46,3,1451.16,4,3,4,11,434,Loyal Customers,0,0.00045565024,Low Risk
13166,283,2,875.93,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
13167,19,5,1125.15,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
13168,36,5,1840.73,4,4,4,12,444,Champions,0,0.00042543272,Low Risk
13169,64,3,840.08,3,3,3,9,333,Loyal Customers,0,0.00036926035,Low Risk
13170,27,1,108.81,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
13171,22,3,468.41,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
13172,400,1,69.6,2,1,1,4,211,Lost,1,0.9996289,High Risk
13173,4,11,2399.82,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
13174,16,12,7995.36,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13175,582,2,831.45,1,2,3,6,123,Cant Lose Them,1,0.99958855,High Risk
13176,46,1,481.49,4,1,2,7,412,New Customers,0,0.0004902948,Low Risk
13177,65,2,512.2,3,2,2,7,322,Others,0,0.0004902948,Low Risk
13178,26,21,14059.19,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13179,619,1,572.3100000000001,1,1,2,4,112,Lost,1,0.9996289,High Risk
13180,607,1,86.10000000000001,1,1,1,3,111,Lost,1,0.9996289,High Risk
13181,381,1,359.69,2,1,2,5,212,Lost,1,0.9996289,High Risk
13182,45,1,121.18,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
13183,8,15,7036.18,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13184,15,10,1668.95,5,5,4,14,554,Champions,0,0.00067572953,Low Risk
13185,268,1,71.4,2,1,1,4,211,Lost,1,0.9996289,High Risk
13186,40,3,1575.89,4,3,4,11,434,Loyal Customers,0,0.00045565024,Low Risk
13187,337,4,341.36,2,3,2,7,232,Others,1,0.9996289,High Risk
13188,11,1,114.6,5,1,1,7,511,New Customers,0,0.0004902948,Low Risk
13189,19,2,260.68,5,2,1,8,521,New Customers,0,0.0004902948,Low Risk
13190,544,3,570.66,1,3,2,6,132,Others,1,0.9996289,High Risk
13191,658,1,164.69,1,1,1,3,111,Lost,1,0.9996289,High Risk
13192,95,6,2558.58,3,4,4,11,344,Loyal Customers,1,0.99942315,High Risk
13193,61,1,112.08,3,1,1,5,311,Others,0,0.0004902948,Low Risk
13194,136,2,472.78,3,2,2,7,322,Others,1,0.9996289,High Risk
13195,414,1,136.73,1,1,1,3,111,Lost,1,0.9996289,High Risk
13196,11,7,3068.84,5,4,5,14,545,Champions,0,0.0002199083,Low Risk
13197,610,1,373.0100000000001,1,1,2,4,112,Lost,1,0.9996289,High Risk
13198,10,8,4974.2300000000005,5,4,5,14,545,Champions,0,0.0002199083,Low Risk
13199,4,67,15964.21,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13200,19,4,870.09,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
13201,502,4,1233.06,1,3,4,8,134,At Risk,1,0.9997533,High Risk
13202,394,7,1580.3,2,4,4,10,244,At Risk,1,0.9997583,High Risk
13203,10,10,2648.25,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
13204,731,1,966.66,1,1,3,5,113,Cant Lose Them,1,0.99958855,High Risk
13205,443,1,2803.2,1,1,4,6,114,Cant Lose Them,1,0.99928516,High Risk
13206,400,13,8308.19,2,5,5,12,255,At Risk,1,0.99921155,High Risk
13207,15,4,535.86,5,3,2,10,532,Potential Loyalists,0,0.0004094127,Low Risk
13208,59,9,1976.3,4,5,4,13,454,Champions,0,0.00042543272,Low Risk
13209,30,13,8509.51,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13210,94,1,353.48,3,1,2,6,312,Others,1,0.9996289,High Risk
13211,10,10,2618.77,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
13212,20,3,786.83,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
13213,57,11,3851.52,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13214,418,7,3264.23,1,4,5,10,145,At Risk,1,0.99942315,High Risk
13215,402,1,81.6,2,1,1,4,211,Lost,1,0.9996289,High Risk
13216,268,1,333.74,2,1,2,5,212,Lost,1,0.9996289,High Risk
13217,122,4,666.48,3,3,3,9,333,Loyal Customers,1,0.9995409,High Risk
13218,127,1,62.63999999999999,3,1,1,5,311,Others,1,0.9996289,High Risk
13219,618,1,76.23,1,1,1,3,111,Lost,1,0.9996289,High Risk
13220,78,5,1336.09,3,4,4,11,344,Loyal Customers,0,0.0005363515,Low Risk
13221,240,2,847.41,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
13222,577,1,88.5,1,1,1,3,111,Lost,1,0.9996289,High Risk
13223,200,6,969.12,2,4,3,9,243,At Risk,1,0.99973327,High Risk
13224,60,2,2155.95,3,2,4,9,324,Others,0,0.0002361777,Low Risk
13225,3,16,16260.07,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13226,273,2,312.46,2,2,2,6,222,Lost,1,0.9996289,High Risk
13227,202,1,257.7,2,1,1,4,211,Lost,1,0.9996289,High Risk
13228,81,1,358.0,3,1,2,6,312,Others,0,0.0004902948,Low Risk
13229,226,1,160.95,2,1,1,4,211,Lost,1,0.9996289,High Risk
13230,4,30,6120.01,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13232,13,7,1328.35,5,4,4,13,544,Champions,0,0.0003924097,Low Risk
13233,74,4,1176.46,3,3,3,9,333,Loyal Customers,0,0.00036926035,Low Risk
13234,673,2,346.5,1,2,2,5,122,Lost,1,0.9996289,High Risk
13235,212,1,1031.07,2,1,3,6,213,Cant Lose Them,1,0.99958855,High Risk
13236,25,2,744.85,4,2,3,9,423,New Customers,0,0.00037169023,Low Risk
13237,388,1,643.0,2,1,3,6,213,Cant Lose Them,1,0.9996166,High Risk
13238,17,6,1006.63,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
13239,262,5,1594.69,2,4,4,10,244,At Risk,1,0.9997583,High Risk
13240,96,8,1475.79,3,4,4,11,344,Loyal Customers,1,0.9997583,High Risk
13241,412,1,112.53,1,1,1,3,111,Lost,1,0.9996289,High Risk
13242,112,7,699.4,3,4,3,10,343,Loyal Customers,1,0.99973327,High Risk
13243,203,5,1220.38,2,4,3,9,243,At Risk,1,0.99973327,High Risk
13244,93,1,121.74,3,1,1,5,311,Others,1,0.9996289,High Risk
13245,51,2,989.22,4,2,3,9,423,New Customers,0,0.00036926035,Low Risk
13246,18,11,3351.75,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13247,18,4,501.12,5,3,2,10,532,Potential Loyalists,0,0.0004094127,Low Risk
13248,125,2,465.68,3,2,2,7,322,Others,1,0.9996289,High Risk
13249,92,9,1608.93,3,5,4,12,354,Loyal Customers,1,0.99966955,High Risk
13250,461,2,253.09,1,2,1,4,121,Lost,1,0.9996289,High Risk
13251,402,1,252.68,2,1,1,4,211,Lost,1,0.9996289,High Risk
13252,394,2,399.3,2,2,2,6,222,Lost,1,0.9996289,High Risk
13253,157,4,2951.11,3,3,5,11,335,Loyal Customers,1,0.99914396,High Risk
13254,376,1,51.41,2,1,1,4,211,Lost,1,0.9996289,High Risk
13255,9,3,678.76,5,3,3,11,533,Loyal Customers,0,0.00038715638,Low Risk
13257,436,1,149.75,1,1,1,3,111,Lost,1,0.9996289,High Risk
13258,12,5,1009.43,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
13259,62,9,1402.54,3,5,4,12,354,Loyal Customers,0,0.00067572953,Low Risk
13260,61,1,557.62,3,1,2,6,312,Others,0,0.0004902948,Low Risk
13261,269,2,944.1,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
13262,263,3,573.45,2,3,2,7,232,Others,1,0.9996289,High Risk
13263,1,39,8676.2,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13264,443,1,722.5600000000001,1,1,3,5,113,Cant Lose Them,1,0.9995913,High Risk
13265,53,5,2092.66,4,4,4,12,444,Champions,0,0.00030680475,Low Risk
13266,11,19,6135.04,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13267,3,36,9429.81,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13268,18,11,3174.75,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13269,1,28,8537.32,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13270,366,1,590.0,2,1,2,5,212,Lost,1,0.9996289,High Risk
13271,37,1,211.49,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
13272,31,2,276.56,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
13273,113,1,138.98,3,1,1,5,311,Others,1,0.9996289,High Risk
13274,409,1,360.85,2,1,2,5,212,Lost,1,0.9996289,High Risk
13275,384,2,238.86,2,2,1,5,221,Lost,1,0.9996289,High Risk
13276,64,5,1891.91,3,4,4,11,344,Loyal Customers,0,0.00058148085,Low Risk
13277,16,7,523.3,5,4,2,11,542,Potential Loyalists,0,0.0008244051,Low Risk
13278,41,4,1435.85,4,3,4,11,434,Loyal Customers,0,0.00045565024,Low Risk
13279,78,1,137.75,3,1,1,5,311,Others,0,0.0004902948,Low Risk
13280,122,7,2293.33,3,4,4,11,344,Loyal Customers,1,0.99942315,High Risk
13281,439,1,350.85,1,1,2,4,112,Lost,1,0.9996289,High Risk
13282,18,4,1313.19,5,3,4,12,534,Loyal Customers,0,0.0002505981,Low Risk
13283,60,4,373.36,3,3,2,8,332,Potential Loyalists,0,0.0004902948,Low Risk
13284,331,1,201.19,2,1,1,4,211,Lost,1,0.9996289,High Risk
13285,23,6,3364.59,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
13286,600,1,734.91,1,1,3,5,113,Cant Lose Them,1,0.9995913,High Risk
13287,603,3,781.59,1,3,3,7,133,At Risk,1,0.99958855,High Risk
13288,443,5,927.61,1,4,3,8,143,At Risk,1,0.99973327,High Risk
13289,724,1,307.95,1,1,2,4,112,Lost,1,0.9996289,High Risk
13290,438,1,208.63,1,1,1,3,111,Lost,1,0.9996289,High Risk
13291,156,11,3270.79,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
13292,39,5,994.51,4,4,3,11,443,Loyal Customers,0,0.0007484747,Low Risk
13293,392,6,1192.94,2,4,3,9,243,At Risk,1,0.99973327,High Risk
13294,190,3,1689.53,2,3,4,9,234,At Risk,1,0.9995535,High Risk
13295,360,4,1101.97,2,3,3,8,233,At Risk,1,0.99958855,High Risk
13296,137,6,792.51,3,4,3,10,343,Loyal Customers,1,0.99973327,High Risk
13297,8,7,4368.62,5,4,5,14,545,Champions,0,0.0002199083,Low Risk
13298,1,1,360.0,5,1,2,8,512,New Customers,0,0.0004902948,Low Risk
13299,268,3,1218.7,2,3,3,8,233,At Risk,1,0.99958855,High Risk
13300,169,3,1285.51,3,3,4,10,334,Loyal Customers,1,0.9993699,High Risk
13301,104,4,618.09,3,3,3,9,333,Loyal Customers,1,0.9995555,High Risk
13302,155,2,159.2,3,2,1,6,321,Others,1,0.9996289,High Risk
13303,400,1,61.72,2,1,1,4,211,Lost,1,0.9996289,High Risk
13304,351,4,1217.99,2,3,3,8,233,At Risk,1,0.99958855,High Risk
13305,4,16,3616.41,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13306,430,1,53.65,1,1,1,3,111,Lost,1,0.9996289,High Risk
13307,120,3,273.34,3,3,1,7,331,Potential Loyalists,1,0.9996289,High Risk
13308,23,4,1670.37,4,3,4,11,434,Loyal Customers,0,0.00045565024,Low Risk
13309,7,6,1706.37,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
13310,28,5,1541.2,4,4,4,12,444,Champions,0,0.00067572953,Low Risk
13311,4,2,598.57,5,2,2,9,522,New Customers,0,0.0004094127,Low Risk
13312,451,1,124.75,1,1,1,3,111,Lost,1,0.9996289,High Risk
13313,22,12,3445.32,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13314,2,3,775.94,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
13315,689,1,310.26,1,1,2,4,112,Lost,1,0.9996289,High Risk
13316,37,10,12940.82,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13317,66,19,6486.091,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
13318,1,3,640.76,5,3,3,11,533,Loyal Customers,0,0.0004094127,Low Risk
13319,5,58,21323.22,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13320,78,6,2211.6,3,4,4,11,344,Loyal Customers,0,0.00030059286,Low Risk
13321,72,2,567.36,3,2,2,7,322,Others,0,0.0004902948,Low Risk
13322,17,1,199.48,5,1,1,7,511,New Customers,0,0.0004902948,Low Risk
13323,3,5,787.85,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
13324,36,18,10513.47,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13325,82,1,675.3,3,1,3,7,313,Others,0,0.00046364364,Low Risk
13326,432,1,281.76,1,1,1,3,111,Lost,1,0.9996289,High Risk
13327,39,20,9134.48,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13328,316,1,1308.48,2,1,4,7,214,Cant Lose Them,1,0.99947387,High Risk
13329,32,8,4808.77,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
13330,93,6,2796.1,3,4,4,11,344,Loyal Customers,1,0.99942315,High Risk
13331,402,1,262.4,2,1,1,4,211,Lost,1,0.9996289,High Risk
13332,14,1,350.9,5,1,2,8,512,New Customers,0,0.0004902948,Low Risk
13333,411,3,1015.74,1,3,3,7,133,At Risk,1,0.99958855,High Risk
13334,82,5,6201.8,3,4,5,12,345,Loyal Customers,0,0.0002199083,Low Risk
13336,77,1,795.12,3,1,3,7,313,Others,0,0.0004422136,Low Risk
13337,546,1,1575.26,1,1,4,6,114,Cant Lose Them,1,0.9996271,High Risk
13338,158,4,2445.62,3,3,4,10,334,Loyal Customers,1,0.99914396,High Risk
13339,201,1,860.12,2,1,3,6,213,Cant Lose Them,1,0.99958855,High Risk
13340,45,12,22100.56,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13341,261,1,775.85,2,1,3,6,213,Cant Lose Them,1,0.99958855,High Risk
13343,178,1,353.43,3,1,2,6,312,Others,1,0.9996289,High Risk
13344,68,3,2511.69,3,3,4,10,334,Loyal Customers,0,0.00020254405,Low Risk
13345,288,1,389.5,2,1,2,5,212,Lost,1,0.9996289,High Risk
13346,463,6,299.4,1,4,2,7,142,Others,1,0.9997578,High Risk
13347,70,1,341.36,3,1,2,6,312,Others,0,0.0004902948,Low Risk
13348,64,1,233.76,3,1,1,5,311,Others,0,0.0004902948,Low Risk
13349,11,1,247.32,5,1,1,7,511,New Customers,0,0.0004902948,Low Risk
13350,16,2,979.12,5,2,3,10,523,New Customers,0,0.00036926035,Low Risk
13351,66,1,373.94,3,1,2,6,312,Others,0,0.0004902948,Low Risk
13352,60,1,397.98,3,1,2,6,312,Others,0,0.0004902948,Low Risk
13354,71,1,743.53,3,1,3,7,313,Others,0,0.00044512333,Low Risk
13355,122,1,674.7,3,1,3,7,313,Others,1,0.9996076,High Risk
13356,80,1,768.24,3,1,3,7,313,Others,0,0.0004422136,Low Risk
13357,257,5,3805.51,2,4,5,11,245,At Risk,1,0.99942315,High Risk
13358,269,1,439.03,2,1,2,5,212,Lost,1,0.9996289,High Risk
13359,64,2,1043.31,3,2,3,8,323,Others,0,0.0004422136,Low Risk
13360,432,4,1553.65,1,3,4,8,134,At Risk,1,0.9996271,High Risk
13361,472,2,1450.5,1,2,4,7,124,Cant Lose Them,1,0.9996271,High Risk
13362,9,7,5394.07,5,4,5,14,545,Champions,0,0.0002199083,Low Risk
13363,18,3,1723.86,5,3,4,12,534,Loyal Customers,0,0.00039549524,Low Risk
13364,71,1,134.95999999999998,3,1,1,5,311,Others,0,0.0004902948,Low Risk
13365,34,2,2225.37,4,2,4,10,424,New Customers,0,0.00020254405,Low Risk
13366,50,1,56.16,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
13367,432,1,510.2000000000001,1,1,2,4,112,Lost,1,0.9996289,High Risk
13368,257,4,1121.5,2,3,3,8,233,At Risk,1,0.99958855,High Risk
13369,366,1,308.28000000000003,2,1,2,5,212,Lost,1,0.9996289,High Risk
13370,372,1,754.87,2,1,3,6,213,Cant Lose Them,1,0.9995913,High Risk
13371,505,2,2297.66,1,2,4,7,124,Cant Lose Them,1,0.99928516,High Risk
13372,90,1,378.64,3,1,2,6,312,Others,0,0.06864297,Low Risk
13373,61,6,7587.19,3,4,5,12,345,Loyal Customers,0,0.0002199083,Low Risk
13374,415,2,422.8,1,2,2,5,122,Lost,1,0.9996289,High Risk
13375,89,2,1792.23,3,2,4,9,324,Others,0,0.05155819,Low Risk
13376,99,3,1019.76,3,3,3,9,333,Loyal Customers,1,0.9995073,High Risk
13377,397,2,1552.88,2,2,4,8,224,Cant Lose Them,1,0.9996271,High Risk
13379,26,3,572.56,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
13380,433,1,62.4,1,1,1,3,111,Lost,1,0.9996289,High Risk
13381,32,12,8224.37,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13382,281,5,1387.58,2,4,4,10,244,At Risk,1,0.9997583,High Risk
13383,544,1,305.28000000000003,1,1,2,4,112,Lost,1,0.9996289,High Risk
13384,31,11,6680.83,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13385,330,1,534.57,2,1,2,5,212,Lost,1,0.9996289,High Risk
13386,414,2,835.46,1,2,3,6,123,Cant Lose Them,1,0.99958855,High Risk
13387,417,1,186.94,1,1,1,3,111,Lost,1,0.9996289,High Risk
13388,131,3,1185.65,3,3,3,9,333,Loyal Customers,1,0.9995073,High Risk
13389,11,3,797.96,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
13390,75,1,544.08,3,1,2,6,312,Others,0,0.0004902948,Low Risk
13391,204,1,59.8,2,1,1,4,211,Lost,1,0.9996289,High Risk
13392,677,1,91.14,1,1,1,3,111,Lost,1,0.9996289,High Risk
13393,584,4,1131.45,1,3,3,7,133,At Risk,1,0.99958855,High Risk
13394,2,19,6621.7,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13395,185,3,1180.23,3,3,3,9,333,Loyal Customers,1,0.9995073,High Risk
13396,29,2,1360.99,4,2,4,10,424,New Customers,0,0.0002833034,Low Risk
13397,73,10,3191.87,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
13398,192,2,670.34,2,2,3,7,223,Cant Lose Them,1,0.9996076,High Risk
13399,464,3,275.4,1,3,1,5,131,Others,1,0.9996289,High Risk
13400,583,1,310.83,1,1,2,4,112,Lost,1,0.9996289,High Risk
13402,127,4,1226.85,3,3,4,10,334,Loyal Customers,1,0.9997044,High Risk
13403,18,3,229.5,5,3,1,9,531,Potential Loyalists,0,0.0004094127,Low Risk
13404,1,2,252.49,5,2,1,8,521,New Customers,0,0.0004902948,Low Risk
13405,74,6,1213.811,3,4,3,10,343,Loyal Customers,0,0.0007484747,Low Risk
13406,427,2,568.92,1,2,2,5,122,Lost,1,0.9996289,High Risk
13407,579,3,2244.7,1,3,4,8,134,At Risk,1,0.99928516,High Risk
13408,2,106,50174.782,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13410,24,9,2201.96,4,5,4,13,454,Champions,0,0.0002199083,Low Risk
13411,107,1,213.55,3,1,1,5,311,Others,1,0.9996289,High Risk
13412,620,1,487.35,1,1,2,4,112,Lost,1,0.9996289,High Risk
13413,640,6,429.44,1,4,2,7,142,Others,1,0.9997578,High Risk
13414,134,6,2494.14,3,4,4,11,344,Loyal Customers,1,0.99942315,High Risk
13415,473,4,784.17,1,3,3,7,133,At Risk,1,0.99958855,High Risk
13416,44,3,940.8,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
13417,5,6,1669.49,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
13418,12,31,11559.66,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13419,64,1,221.06,3,1,1,5,311,Others,0,0.0004902948,Low Risk
13420,150,2,159.85,3,2,1,6,321,Others,1,0.9996289,High Risk
13421,40,8,4058.75,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
13422,64,1,2626.3,3,1,4,8,314,Others,0,0.00024256772,Low Risk
13423,429,1,217.03,1,1,1,3,111,Lost,1,0.9996289,High Risk
13424,450,1,572.77,1,1,2,4,112,Lost,1,0.9996289,High Risk
13425,108,5,3390.4300000000003,3,4,5,12,345,Loyal Customers,1,0.99921155,High Risk
13426,1,22,8167.38,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13427,19,6,1006.53,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
13428,10,3,478.54,5,3,2,10,532,Potential Loyalists,0,0.0004094127,Low Risk
13429,11,4,1006.8,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
13430,19,2,679.45,5,2,3,10,523,New Customers,0,0.00038218443,Low Risk
13431,67,8,3316.24,3,4,5,12,345,Loyal Customers,0,0.0002199083,Low Risk
13432,571,2,439.1,1,2,2,5,122,Lost,1,0.9996289,High Risk
13433,501,4,658.3199999999999,1,3,3,7,133,At Risk,1,0.9996166,High Risk
13434,74,5,1666.86,3,4,4,11,344,Loyal Customers,0,0.00092350127,Low Risk
13435,5,9,4447.33,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13436,2,1,196.89,5,1,1,7,511,New Customers,0,0.0004902948,Low Risk
13437,14,7,3408.06,5,4,5,14,545,Champions,0,0.0002199083,Low Risk
13438,547,1,46.5,1,1,1,3,111,Lost,1,0.9996289,High Risk
13439,255,3,986.61,2,3,3,8,233,At Risk,1,0.99958855,High Risk
13440,423,7,1295.25,1,4,4,9,144,At Risk,1,0.9996588,High Risk
13441,92,2,720.9,3,2,3,8,323,Others,1,0.9995913,High Risk
13442,667,3,419.87,1,3,2,6,132,Others,1,0.9996289,High Risk
13443,449,6,1273.16,1,4,4,9,144,At Risk,1,0.9996588,High Risk
13444,374,2,619.08,2,2,3,7,223,Cant Lose Them,1,0.9996289,High Risk
13445,626,1,241.9,1,1,1,3,111,Lost,1,0.9996289,High Risk
13446,430,11,3881.89,1,5,5,11,155,At Risk,1,0.99942315,High Risk
13447,23,3,1129.14,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
13448,17,13,8745.93,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13449,24,1,291.88,4,1,2,7,412,New Customers,0,0.0004902948,Low Risk
13450,27,13,4120.04,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13451,26,11,7090.06,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13452,259,3,729.8,2,3,3,8,233,At Risk,1,0.9995913,High Risk
13453,166,3,781.6899999999999,3,3,3,9,333,Loyal Customers,1,0.9995073,High Risk
13454,641,1,219.87,1,1,1,3,111,Lost,1,0.9996289,High Risk
13455,25,6,2212.99,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
13456,18,6,1766.72,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
13457,689,2,148.22,1,2,1,4,121,Lost,1,0.9996289,High Risk
13458,7,16,11959.27,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13459,625,2,1160.41,1,2,3,6,123,Cant Lose Them,1,0.99958855,High Risk
13460,29,2,183.44,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
13461,39,6,4160.0,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
13462,253,5,1153.85,2,4,3,9,243,At Risk,1,0.99973327,High Risk
13464,58,6,3097.64,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
13465,446,2,931.12,1,2,3,6,123,Cant Lose Them,1,0.99958855,High Risk
13466,184,5,1013.35,3,4,3,10,343,Loyal Customers,1,0.99973327,High Risk
13467,11,2,1071.91,5,2,3,10,523,New Customers,0,0.00036926035,Low Risk
13468,2,72,12793.28,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13469,653,1,82.4,1,1,1,3,111,Lost,1,0.9996289,High Risk
13470,99,2,165.0,3,2,1,6,321,Others,1,0.9996289,High Risk
13471,1,4,2501.84,5,3,4,12,534,Loyal Customers,0,0.0001757982,Low Risk
13472,464,2,592.24,1,2,2,5,122,Lost,1,0.9996289,High Risk
13473,61,8,2657.76,3,4,4,11,344,Loyal Customers,0,0.00030059286,Low Risk
13474,236,3,646.59,2,3,3,8,233,At Risk,1,0.9996166,High Risk
13475,191,4,1431.78,2,3,4,9,234,At Risk,1,0.9995535,High Risk
13476,179,5,2061.4700000000003,3,4,4,11,344,Loyal Customers,1,0.9995865,High Risk
13477,38,11,2819.17,4,5,4,13,454,Champions,0,0.0002199083,Low Risk
13478,469,5,2215.78,1,4,4,9,144,At Risk,1,0.99942315,High Risk
13479,201,4,851.37,2,3,3,8,233,At Risk,1,0.99958855,High Risk
13480,417,2,627.82,1,2,3,6,123,Cant Lose Them,1,0.9996289,High Risk
13481,46,11,3830.84,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13482,232,2,336.09,2,2,2,6,222,Lost,1,0.9996289,High Risk
13483,66,1,140.34,3,1,1,5,311,Others,0,0.0004902948,Low Risk
13484,241,3,790.72,2,3,3,8,233,At Risk,1,0.99958855,High Risk
13485,233,11,3019.2200000000003,2,5,5,12,255,At Risk,1,0.99921155,High Risk
13486,78,3,1122.41,3,3,3,9,333,Loyal Customers,0,0.00036926035,Low Risk
13487,58,5,846.87,4,4,3,11,443,Loyal Customers,0,0.0007484747,Low Risk
13488,17,23,14205.96,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13489,105,4,449.52,3,3,2,8,332,Potential Loyalists,1,0.9996289,High Risk
13490,654,1,154.25,1,1,1,3,111,Lost,1,0.9996289,High Risk
13491,52,27,4467.66,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
13492,136,3,1269.84,3,3,4,10,334,Loyal Customers,1,0.9993699,High Risk
13493,275,2,618.63,2,2,3,7,223,Cant Lose Them,1,0.9996289,High Risk
13494,312,1,316.26000000000005,2,1,2,5,212,Lost,1,0.9996289,High Risk
13495,8,10,4863.31,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
13496,11,2,653.33,5,2,3,10,523,New Customers,0,0.00039627156,Low Risk
13497,283,6,1166.83,2,4,3,9,243,At Risk,1,0.99973327,High Risk
13498,730,1,327.38,1,1,2,4,112,Lost,1,0.9996289,High Risk
13499,18,5,1159.11,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
13500,23,4,1466.3,4,3,4,11,434,Loyal Customers,0,0.00045565024,Low Risk
13501,288,3,2885.11,2,3,4,9,234,At Risk,1,0.99914396,High Risk
13502,17,5,780.5,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
13503,71,6,1859.24,3,4,4,11,344,Loyal Customers,0,0.00058148085,Low Risk
13504,64,1,295.93,3,1,2,6,312,Others,0,0.0004902948,Low Risk
13505,73,4,4393.63,3,3,5,11,335,Loyal Customers,0,0.00020254405,Low Risk
13506,316,5,1338.08,2,4,4,10,244,At Risk,1,0.9996277,High Risk
13507,3,4,2479.16,5,3,4,12,534,Loyal Customers,0,0.0001757982,Low Risk
